"fy_ef","org_id","org_name","vote_and_statutory","description","authorities","expenditures" 
2017,128,"Department of Employment and Social Development","S","Contributions to employee benefit plans",249363078.00,249363077.82
2017,128,"Department of Employment and Social Development","S","Energy Cost Benefit",-125.00,-125.00
2017,128,"Department of Employment and Social Development","S","Guaranteed Income Supplement Payments (Old Age Security Act)",11658538967.84,11658538967.84
2017,128,"Department of Employment and Social Development","S","Old Age Security payments (Old Age Security Act)",38409875247.00,38409875246.99
2017,128,"Department of Employment and Social Development","S","Payments of compensation respecting government employees (Government Employees Compensation Act) and merchant seamen (Merchant Seamen Compensation Act)",33449719.00,33449719.24
2017,128,"Department of Employment and Social Development","S","Payments related to the direct financing arrangement under the Apprentice Loans Act",2933298.00,2933298.55
2017,128,"Department of Employment and Social Development","S","Payments related to the direct financing arrangement under the Canada Student Financial Assistance Act",797826410.00,797826409.72
2017,128,"Department of Employment and Social Development","S","Refunds of amounts credited to revenues in previous years",823191.00,823190.93
2017,128,"Department of Employment and Social Development","S","Salary and Motor Car Allowance",169231.00,169230.60
2017,128,"Department of Employment and Social Development","S","Spending of proceeds from the disposal of surplus Crown assets",246632.00,196992.00
2017,128,"Department of Employment and Social Development","S","Spending pursuant to section 12(4) of the Canada Education Savings Act",2667186.00,1650952.00
2017,128,"Department of Employment and Social Development","S","The provision of funds for interest and other payments to lending institutions and liabilities under the Canada Student Financial Assistance Act",7510934.00,7510934.37
2017,128,"Department of Employment and Social Development","S","The provision of funds for liabilities including liabilities in the form of guaranteed loans under the Canada Student Loans Act",-3029064.00,-3029063.96
2017,128,"Department of Employment and Social Development","S","Universal Child Care Benefit (Universal Child Care Benefit Act)",12517048.00,12517048.45
2017,128,"Department of Employment and Social Development","S","Wage Earner Protection Program payments to eligible applicants owed wages and vacation pay, severance pay and termination pay from employers who are either bankrupt or in receivership as well as payments to trustees and receivers who will provide the necessary information to determine eligibility",16088897.00,16088897.35
2017,129,"Department of Crown-Indigenous Relations and Northern Affairs",1,"Operating/Program",952086512.00,757396283.00
2017,129,"Department of Crown-Indigenous Relations and Northern Affairs",10,"Grants & Contributions",7271847632.00,7084289390.00
2017,129,"Department of Crown-Indigenous Relations and Northern Affairs",5,"Capital",52015211.00,28783127.00
2017,129,"Department of Crown-Indigenous Relations and Northern Affairs",7,"Debt Forgiveness",526408.00,523804.00
2017,129,"Department of Crown-Indigenous Relations and Northern Affairs",9,"Debt Forgiveness",100115.00,100114.00
2017,129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Contributions in connection with First Nations infrastructure",8548450.00,8548450.40
2017,129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Contributions to employee benefit plans",43811162.00,43811162.13
2017,129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Court Awards",37790842.00,37790842.27
2017,129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Grants to Aboriginal organizations designated to receive claim settlement payments pursuant to Comprehensive Land Settlement Acts",62777288.00,62777288.24
2017,129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Indian Annuities Treaty payments",1966368.00,1966367.65
2017,129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Payments to comprehensive claim beneficiaries in compensation for resource royalties",1673606.00,1673606.00
2017,129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Refunds of amounts credited to revenues in previous years",1330169.00,1330168.94
2017,129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Salary and Motor Car Allowance",85767.00,85766.69
2017,129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Spending of proceeds from the disposal of surplus Crown assets",3171633.00,345725.39
2017,130,"Department of Industry",1,"Operating/Program",416542926.00,409848727.00
2017,130,"Department of Industry",10,"Grants & Contributions",2225321742.00,1773682271.00
2017,130,"Department of Industry",5,"Capital",17575661.00,16925527.00
2017,130,"Department of Industry","S","Canadian Intellectual Property Office Revolving Fund",169488519.00,18990173.58
2017,130,"Department of Industry","S","Contributions to employee benefit plans",53354962.00,53354961.63
2017,130,"Department of Industry","S","Contributions to the Canadian Institute for Advanced Research - Pan Canadian Artificial Intelligence",7500000.00,7500000.00
2017,130,"Department of Industry","S","Grant and Contribution to Genome Canada",23700000.00,23700000.00
2017,130,"Department of Industry","S","Liabilities under the Canada Small Business Financing Act",51300219.00,51300219.14
2017,130,"Department of Industry","S","Refunds of amounts credited to revenues in previous years",316337.00,316337.61
2017,130,"Department of Industry","S","Salary and Motor Car Allowance",88600.00,88600.08
2017,130,"Department of Industry","S","Spending of proceeds from the disposal of surplus Crown assets",386331.00,231464.98
2017,132,"Department of Justice",1,"Operating/Program",272264040.00,252800841.00
2017,132,"Department of Justice",5,"Grants & Contributions",394315319.00,387257144.00
2017,132,"Department of Justice","S","Contributions to employee benefit plans",66857913.00,66857912.62
2017,132,"Department of Justice","S","Salary and Motor Car Allowance",84600.00,84600.00
2017,132,"Department of Justice","S","Spending of proceeds from the disposal of surplus Crown assets",5231.00,1573.00
2017,133,"Department of National Defence",1,"Operating/Program",16050430318.00,15560133719.00
2017,133,"Department of National Defence",10,"Grants & Contributions",177003422.00,152820308.00
2017,133,"Department of National Defence",5,"Capital",3885528229.00,3722931316.00
2017,133,"Department of National Defence","S","Contributions to employee benefit plans",269776368.00,269776368.26
2017,133,"Department of National Defence","S","Contributions to employee benefit plans (Members of the Military)",3150988816.00,3150988815.97
2017,133,"Department of National Defence","S","Losses on Foreign Exchange",492327.00,492327.40
2017,133,"Department of National Defence","S","Payments to dependants of certain members of the Royal Canadian Air Force killed while serving as instructors under British Commonwealth Air Training Plan (Appropriation Act No. 4, 1968)",22684.00,22684.00
2017,133,"Department of National Defence","S","Payments under Parts I-IV of the Defence Services Pension Continuation Act",316101.00,316100.97
2017,133,"Department of National Defence","S","Payments under the Supplementary Retirement Benefits Act",1485401.00,1485400.70
2017,133,"Department of National Defence","S","Salary and Motor Car Allowance",84600.00,84600.00
2017,133,"Department of National Defence","S","Spending of proceeds from the disposal of surplus Crown assets",41808529.00,18035080.82
2017,134,"Department of Natural Resources",1,"Operating/Program",570835668.00,556633185.00
2017,134,"Department of Natural Resources",10,"Grants & Contributions",413910621.00,381082400.00
2017,134,"Department of Natural Resources",5,"Capital",69182483.00,51020288.00
2017,134,"Department of Natural Resources","S","Contribution to the Canada/Newfoundland Offshore Petroleum Board",1962465.00,1962465.48
2017,134,"Department of Natural Resources","S","Contribution to the Canada/Nova Scotia Offshore Petroleum Board",567427.00,567427.27
2017,134,"Department of Natural Resources","S","Contributions to employee benefit plans",52758303.00,52758303.67
2017,134,"Department of Natural Resources","S","Geomatics Canada Revolving Fund",7448333.00,-181947.94
2017,134,"Department of Natural Resources","S","Payments of the Crown Share Adjustment for Nova Scotia Offshore Petroleum Resources",53319.00,53319.00
2017,134,"Department of Natural Resources","S","Payments to the Newfoundland Offshore Petroleum Resource Revenue Fund",246734939.00,246734938.69
2017,134,"Department of Natural Resources","S","Payments to the Nova Scotia Offshore Revenue Account",275316673.00,275316672.58
2017,134,"Department of Natural Resources","S","Salary and Motor Car Allowance",84600.00,84600.00
2017,134,"Department of Natural Resources","S","Spending of proceeds from the disposal of surplus Crown assets",312335.00,220563.65
2017,135,"Department of Public Safety and Emergency Preparedness",1,"Operating/Program",145516609.00,139294307.00
2017,135,"Department of Public Safety and Emergency Preparedness",5,"Grants & Contributions",946844709.00,805147909.00
2017,135,"Department of Public Safety and Emergency Preparedness","S","Contributions to employee benefit plans",14544801.00,14544801.52
2017,135,"Department of Public Safety and Emergency Preparedness","S","Salary and Motor Car Allowance",84600.00,84600.00
2017,135,"Department of Public Safety and Emergency Preparedness","S","Spending of proceeds from the disposal of surplus Crown assets",20538.00,
2017,136,"Department of Public Works and Government Services",1,"Operating/Program",2382567749.00,2231626713.00
2017,136,"Department of Public Works and Government Services",5,"Capital",1552612676.00,1297049674.00
2017,136,"Department of Public Works and Government Services","S","Contributions to employee benefit plans",113101697.00,113101696.64
2017,136,"Department of Public Works and Government Services","S","Defence Production Revolving Fund",100000000.00,
2017,136,"Department of Public Works and Government Services","S","Optional Services Revolving Fund",36688658.00,1498439.56
2017,136,"Department of Public Works and Government Services","S","Payment in lieu of taxes to municipalities and other taxing authorities",6789983.00,6789983.00
2017,136,"Department of Public Works and Government Services","S","Real Property Services Revolving Fund",224051427.00,7375084.88
2017,136,"Department of Public Works and Government Services","S","Refunds of amounts credited to revenues in previous years",216745.00,216744.87
2017,136,"Department of Public Works and Government Services","S","Salary and Motor Car Allowance",84234.00,84234.15
2017,136,"Department of Public Works and Government Services","S","Spending of proceeds from the disposal of surplus Crown assets",508231.00,173971.17
2017,136,"Department of Public Works and Government Services","S","Translation Bureau Revolving Fund",52351012.00,2991783.06
2017,137,"Department of the Environment",1,"Operating/Program",837506257.00,815673987.00
2017,137,"Department of the Environment",10,"Grants & Contributions",309276888.00,200135164.00
2017,137,"Department of the Environment",5,"Capital",84574595.00,64208758.00
2017,137,"Department of the Environment","S","Contributions to employee benefit plans",84276955.00,84276954.96
2017,137,"Department of the Environment","S","Salary and Motor Car Allowance",84600.00,84600.00
2017,137,"Department of the Environment","S","Spending of proceeds from the disposal of surplus Crown assets",1223505.00,427402.75
2017,138,"Department of Transport",1,"Operating/Program",723505611.00,678268055.00
2017,138,"Department of Transport",10,"Grants & Contributions",113277043.00,58990203.00
2017,138,"Department of Transport",15,"Grants & Contributions",210178442.00,118128881.00
2017,138,"Department of Transport",20,"Grants & Contributions",55323442.00,31622127.00
2017,138,"Department of Transport",5,"Capital",163552904.00,100027353.00
2017,138,"Department of Transport","S","Collection Agency Fees",915.00,914.95
2017,138,"Department of Transport","S","Contributions to employee benefit plans",70017280.00,70017280.41
2017,138,"Department of Transport","S","Northumberland Strait Crossing Subsidy Payment under the Northumberland Strait Crossing Act",64942486.00,64942486.00
2017,138,"Department of Transport","S","Payments in respect of St. Lawrence Seaway agreements under the Canada Marine Act",74148352.00,74148351.95
2017,138,"Department of Transport","S","Payments to the Canadian National Railway Company in respect of the termination of the collection of tolls on the Victoria Bridge, Montreal and for rehabilitation work on the portion of the bridge",3300000.00,3300000.00
2017,138,"Department of Transport","S","Refunds of amounts credited to revenues in previous years",32749.00,32749.00
2017,138,"Department of Transport","S","Salary and Motor Car Allowance",84600.00,84600.00
2017,138,"Department of Transport","S","Spending of proceeds from the disposal of surplus Crown assets",6337296.00,6157764.07
2017,139,"Department of Veterans Affairs",1,"Operating/Program",1022118507.00,926664000.00
2017,139,"Department of Veterans Affairs",5,"Grants & Contributions",3867796000.00,3814604720.00
2017,139,"Department of Veterans Affairs","S","Contributions to employee benefit plans",32450710.00,32450709.52
2017,139,"Department of Veterans Affairs","S","Court Awards",7121.00,7120.87
2017,139,"Department of Veterans Affairs","S","Refunds of amounts credited to revenues in previous years",4766.00,4767.29
2017,139,"Department of Veterans Affairs","S","Returned Soldiers Insurance Actuarial Liability Adjustment",766.00,766.00
2017,139,"Department of Veterans Affairs","S","Salary and Motor Car Allowance",84600.00,84600.00
2017,139,"Department of Veterans Affairs","S","Spending of proceeds from the disposal of surplus Crown assets",9380.00,9379.95
2017,139,"Department of Veterans Affairs","S","Veterans Insurance Actuarial Liability Adjustment",65017.00,65017.00
2017,140,"Department of Western Economic Diversification",1,"Operating/Program",38617715.00,37029259.00
2017,140,"Department of Western Economic Diversification",5,"Grants & Contributions",189690082.00,186283470.00
2017,140,"Department of Western Economic Diversification","S","Contributions to employee benefit plans",3739442.00,3739442.37
2017,140,"Department of Western Economic Diversification","S","Spending of proceeds from the disposal of surplus Crown assets",15948.00,15948.33
2017,141,"Economic Development Agency of Canada for the Regions of Quebec",1,"Operating/Program",41462811.00,40309823.00
2017,141,"Economic Development Agency of Canada for the Regions of Quebec",5,"Grants & Contributions",268614505.00,266825784.00
2017,141,"Economic Development Agency of Canada for the Regions of Quebec","S","Contributions to employee benefit plans",4280276.00,4280275.49
2017,141,"Economic Development Agency of Canada for the Regions of Quebec","S","Spending of proceeds from the disposal of surplus Crown assets",12952.00,12859.00
2017,146,"Export Development Canada (Canada Account)","S","Administrative fees",5588461.00,5588461.31
2017,146,"Export Development Canada (Canada Account)","S","Losses on Foreign Exchange",45610229.00,45610228.99
2017,148,"The Federal Bridge Corporation Limited",1,"Payments to Crown Corps",23583887.00,20047538.00
2017,150,"Federal Economic Development Agency for Southern Ontario",1,"Operating/Program",27610896.00,27091325.00
2017,150,"Federal Economic Development Agency for Southern Ontario",5,"Grants & Contributions",242198502.00,220105694.00
2017,150,"Federal Economic Development Agency for Southern Ontario","S","Contributions to employee benefit plans",3054111.00,3054110.49
2017,150,"Federal Economic Development Agency for Southern Ontario","S","Spending of proceeds from the disposal of surplus Crown assets",577.00,
2017,151,"Financial Consumer Agency of Canada","S","Payments under section 13 of the Financial Consumer Agency of Canada Act",21517840.00,21517840.25
2017,152,"Financial Transactions and Reports Analysis Centre of Canada",1,"Operating/Program",51484046.00,50174856.00
2017,152,"Financial Transactions and Reports Analysis Centre of Canada","S","Contributions to employee benefit plans",5072934.00,5072933.70
2017,152,"Financial Transactions and Reports Analysis Centre of Canada","S","Spending of proceeds from the disposal of surplus Crown assets",197.00,
2017,174,"Immigration and Refugee Board",1,"Operating/Program",124732124.00,118363648.00
2017,174,"Immigration and Refugee Board","S","Contributions to employee benefit plans",13328068.00,13328067.84
2017,174,"Immigration and Refugee Board","S","Spending of proceeds from the disposal of surplus Crown assets",667.00,666.83
2017,186,"International Development Research Centre",1,"Payments to Crown Corps",139951886.00,139951886.00
2017,189,"International Joint Commission (Canadian Section)",1,"Operating/Program",9866742.00,6924451.00
2017,189,"International Joint Commission (Canadian Section)","S","Contributions to employee benefit plans",494837.00,494837.45
2017,194,"The Jacques-Cartier and Champlain Bridges Inc.",1,"Payments to Crown Corps",331777000.00,179229642.00
2017,199,"Library and Archives of Canada",1,"Operating/Program",108692368.00,105074404.00
2017,199,"Library and Archives of Canada",5,"Capital",14397864.00,11459359.00
2017,199,"Library and Archives of Canada","S","Contributions to employee benefit plans",10870958.00,10870958.30
2017,199,"Library and Archives of Canada","S","Spending of proceeds from the disposal of surplus Crown assets",23164.00,12028.00
2017,200,"Library of Parliament",1,"Operating/Program",43754877.00,41112174.00
2017,200,"Library of Parliament","S","Contributions to employee benefit plans",4519938.00,4519937.95
2017,202,"Marine Atlantic Inc.",1,"Payments to Crown Corps",213734000.00,146682515.00
2017,209,"Military Grievances External Review Committee",1,"Operating/Program",7183457.00,6179818.00
2017,209,"Military Grievances External Review Committee","S","Canadian Regulatory Authority (Budget Implementation Act, 2009)",1093.00,1092.80
2017,209,"Military Grievances External Review Committee","S","Contributions to employee benefit plans",545546.00,545545.90
2017,210,"Military Police Complaints Commission",1,"Operating/Program",4454113.00,4175963.00
2017,210,"Military Police Complaints Commission","S","Contributions to employee benefit plans",359735.00,359735.31
2017,210,"Military Police Complaints Commission","S","Spending of proceeds from the disposal of surplus Crown assets",154.00,
2017,217,"National Arts Centre Corporation",1,"Payments to Crown Corps",141324356.00,141324356.00
2017,218,"The National Battlefields Commission",1,"Operating/Program",7935815.00,6756994.00
2017,218,"The National Battlefields Commission","S","Contributions to employee benefit plans",477747.00,477747.33
2017,218,"The National Battlefields Commission","S","Expenditures pursuant to Paragraph 29.1(1) of Financial Administration Act",2516943.00,2516942.75
2017,219,"National Capital Commission",1,"Payments to Crown Corps",68366358.00,66130358.00
2017,219,"National Capital Commission",5,"Payments to Crown Corps",24894870.00,23499870.00
2017,221,"Canadian Energy Regulator",1,"Operating/Program",90229658.00,85502958.00
2017,221,"Canadian Energy Regulator","S","Contributions to employee benefit plans",8330032.00,8330031.61
2017,221,"Canadian Energy Regulator","S","Spending of proceeds from the disposal of surplus Crown assets",10629.00,
2017,223,"National Film Board",1,"Operating/Program",79913025.00,67346477.00
2017,223,"National Film Board","S","National Film Board Revolving Fund",4215530.00,-992185.80
2017,224,"National Gallery of Canada",1,"Payments to Crown Corps",47063243.00,41413243.00
2017,224,"National Gallery of Canada",5,"Payments to Crown Corps",8000000.00,8000000.00
2017,226,"National Museum of Science and Technology",1,"Payments to Crown Corps",145277576.00,145277576.00
2017,227,"Parole Board of Canada",1,"Operating/Program",44294350.00,42038492.00
2017,227,"Parole Board of Canada","S","Contributions to employee benefit plans",5679207.00,5679206.61
2017,227,"Parole Board of Canada","S","Refunds of amounts credited to revenues in previous years",4567.00,4567.00
2017,227,"Parole Board of Canada","S","Spending of proceeds from the disposal of surplus Crown assets",7558.00,7558.39
2017,228,"National Research Council of Canada",1,"Operating/Program",410248462.00,409640474.00
2017,228,"National Research Council of Canada",10,"Grants & Contributions",377820835.00,294036926.00
2017,228,"National Research Council of Canada",5,"Capital",107122312.00,69610046.00
2017,228,"National Research Council of Canada","S","Collection Agency Fees",1680.00,1679.33
2017,228,"National Research Council of Canada","S","Contributions to employee benefit plans",52204594.00,52204593.75
2017,228,"National Research Council of Canada","S","Losses on Foreign Exchange",105005.00,105005.09
2017,228,"National Research Council of Canada","S","Spending of proceeds from the disposal of surplus Crown assets",192525.00,170000.00
2017,228,"National Research Council of Canada","S","Spending of revenues pursuant to paragraph 5(1)(e) of the National Research Council Act",339147477.00,190754711.94
2017,230,"Natural Sciences and Engineering Research Council",1,"Operating/Program",50497754.00,47685085.00
2017,230,"Natural Sciences and Engineering Research Council",5,"Grants & Contributions",1167081913.00,1165593171.00
2017,230,"Natural Sciences and Engineering Research Council","S","Contributions to employee benefit plans",5440147.00,5440146.76
2017,230,"Natural Sciences and Engineering Research Council","S","Spending of Revenues pursuant to subsection 4.2 of the Natural Sciences and Engineering Research Council Act",423485.00,423485.44
2017,230,"Natural Sciences and Engineering Research Council","S","Spending of proceeds from the disposal of surplus Crown assets",334.00,
2017,235,"Northern Pipeline Agency",1,"Operating/Program",465000.00,221805.00
2017,235,"Northern Pipeline Agency","S","Contributions to employee benefit plans",4001.00,4000.85
2017,235,"Northern Pipeline Agency","S","Payment pursuant to section 24(1) of the Financial Administration Act",5315360.00,5315359.96
2017,237,"Office of Infrastructure of Canada",1,"Operating/Program",217145305.00,141061203.00
2017,237,"Office of Infrastructure of Canada",10,"Grants & Contributions",4282963173.00,1536772728.00
2017,237,"Office of Infrastructure of Canada",5,"Capital",576351890.00,570321744.00
2017,237,"Office of Infrastructure of Canada","S","Contributions related to the Canada Community-Building Fund (Keeping Canada's Economy and Jobs Growing Act)",2071932904.00,2071932904.00
2017,237,"Office of Infrastructure of Canada","S","Contributions to employee benefit plans",6123830.00,6123829.91
2017,237,"Office of Infrastructure of Canada","S","Salary and Motor Car Allowance",84600.00,84600.00
2017,238,"Office of the Auditor General",1,"Operating/Program",75705751.00,74024292.00
2017,238,"Office of the Auditor General","S","Contributions to employee benefit plans",8404465.00,8404465.45
2017,238,"Office of the Auditor General","S","Spending of proceeds from the disposal of surplus Crown assets",1445.00,1106.81
2017,239,"Office of the Chief Electoral Officer",1,"Operating/Program",32302382.00,31903703.00
2017,239,"Office of the Chief Electoral Officer","S","Collection Agency Fees",41.00,40.66
2017,239,"Office of the Chief Electoral Officer","S","Contributions to employee benefit plans",7364154.00,7364153.72
2017,239,"Office of the Chief Electoral Officer","S","Electoral expenditures",92018614.00,92018614.00
2017,239,"Office of the Chief Electoral Officer","S","Salary of the Chief Electoral Officer",199026.00,199026.36
2017,239,"Office of the Chief Electoral Officer","S","Spending of proceeds from the disposal of surplus Crown assets",183.00,182.77
2017,240,"Office of the Commissioner for Federal Judicial Affairs",1,"Operating/Program",9798887.00,8814268.00
2017,240,"Office of the Commissioner for Federal Judicial Affairs",5,"Operating/Program",4354115.00,3165256.00
2017,240,"Office of the Commissioner for Federal Judicial Affairs","S","Contributions to employee benefit plans",833111.00,833110.69
2017,240,"Office of the Commissioner for Federal Judicial Affairs","S","Judges' salaries, allowances and annuities, annuities to spouses and children of judges and lump sum payments to spouses of judges who die while in office",555637296.00,555637296.40
2017,241,"Office of the Commissioner of Lobbying",1,"Operating/Program",4642478.00,4438552.00
2017,241,"Office of the Commissioner of Lobbying","S","Contributions to employee benefit plans",333393.00,333393.29
2017,242,"Office of the Commissioner of Official Languages",1,"Operating/Program",20072432.00,18928368.00
2017,242,"Office of the Commissioner of Official Languages","S","Contributions to employee benefit plans",2119222.00,2119221.71
2017,242,"Office of the Commissioner of Official Languages","S","Spending of proceeds from the disposal of surplus Crown assets",3853.00,
2017,244,"Office of the Intelligence Commissioner",1,"Operating/Program",2059246.00,1825235.00
2017,244,"Office of the Intelligence Commissioner","S","Contributions to employee benefit plans",141825.78,141825.78
2017,245,"Office of the Conflict of Interest and Ethics Commissioner",1,"Operating/Program",6178280.00,5973165.00
2017,245,"Office of the Conflict of Interest and Ethics Commissioner","S","Contributions to employee benefit plans",665257.00,665257.22
2017,246,"Department for Women and Gender Equality",1,"Operating/Program",22086283.00,20727156.00
2017,246,"Department for Women and Gender Equality",5,"Grants & Contributions",20830000.00,20830000.00
2017,246,"Department for Women and Gender Equality","S","Contributions to employee benefit plans",1745077.00,1745076.78
2017,246,"Department for Women and Gender Equality","S","Salary and Motor Car Allowance",2000.00,2000.04
2017,246,"Department for Women and Gender Equality","S","Spending of proceeds from the disposal of surplus Crown assets",58.00,
2017,247,"Office of the Correctional Investigator of Canada",1,"Operating/Program",4456075.00,4369377.00
2017,247,"Office of the Correctional Investigator of Canada","S","Contributions to employee benefit plans",481070.00,481069.85
2017,248,"Office of the Director of Public Prosecutions",1,"Operating/Program",174525317.00,162543127.00
2017,248,"Office of the Director of Public Prosecutions","S","Contributions to employee benefit plans",15531817.00,15531816.85
2017,248,"Office of the Director of Public Prosecutions","S","Electoral expenditures",3410178.00,3410178.48
2017,248,"Office of the Director of Public Prosecutions","S","Spending of proceeds from the disposal of surplus Crown assets",15493.00,15492.88
2017,249,"Office of the Governor General's Secretary",1,"Operating/Program",20895046.00,20489098.00
2017,249,"Office of the Governor General's Secretary","S","Annuities payable under the Governor General's Act",647449.00,647448.72
2017,249,"Office of the Governor General's Secretary","S","Contributions to employee benefit plans",2021739.00,2021739.11
2017,249,"Office of the Governor General's Secretary","S","Salary of the Governor General",293119.00,293118.75
2017,249,"Office of the Governor General's Secretary","S","Spending of proceeds from the disposal of surplus Crown assets",5157.00,5157.21
2017,250,"Office of the Public Sector Integrity Commissioner",1,"Operating/Program",5279398.00,4518110.00
2017,250,"Office of the Public Sector Integrity Commissioner","S","Contributions to employee benefit plans",431723.00,431722.44
2017,251,"Office of the Senate Ethics Officer",1,"Operating/Program",1120500.00,922207.00
2017,251,"Office of the Senate Ethics Officer","S","Contributions to employee benefit plans",92635.00,92634.51
2017,253,"Office of the Superintendent of Financial Institutions",1,"Operating/Program",945058.00,945058.00
2017,253,"Office of the Superintendent of Financial Institutions","S","Spending of proceeds from the disposal of surplus Crown assets",2722.00,2722.06
2017,253,"Office of the Superintendent of Financial Institutions","S","Spending of revenues pursuant to subsection 17(2) of the Office of the Superintendent of Financial Institutions Act",221973946.00,154054684.65
2017,256,"Offices of the Information and Privacy Commissioners of Canada",1,"Operating/Program",12634041.00,12507692.00
2017,256,"Offices of the Information and Privacy Commissioners of Canada",5,"Operating/Program",23879678.00,23237576.00
2017,256,"Offices of the Information and Privacy Commissioners of Canada","S","Contributions to employee benefit plans",3572741.00,3572740.65
2017,256,"Offices of the Information and Privacy Commissioners of Canada","S","Spending of proceeds from the disposal of surplus Crown assets",9717.00,
2017,263,"Parks Canada Agency",1,"Operating/Program",1570653928.00,1140076058.00
2017,263,"Parks Canada Agency",5,"Other",25545821.00,25545821.00
2017,263,"Parks Canada Agency","S","Contributions to employee benefit plans",51595808.00,51595808.14
2017,263,"Parks Canada Agency","S","Expenditures equivalent to revenues resulting from the conduct of operations pursuant to section 20 of the Parks Canada Agency Act",121405446.00,99815122.57
2017,266,"Patented Medicine Prices Review Board",1,"Operating/Program",10588712.00,8892357.00
2017,266,"Patented Medicine Prices Review Board","S","Contributions to employee benefit plans",846365.00,846365.14
2017,266,"Patented Medicine Prices Review Board","S","Spending of proceeds from the disposal of surplus Crown assets",472.00,472.03
2017,272,"PPP Canada Inc.",1,"Payments to Crown Corps",11800000.00,5900000.00
2017,272,"PPP Canada Inc.",5,"Payments to Crown Corps",267700000.00,0.00
2017,278,"Privy Council Office",1,"Operating/Program",209655506.00,187449564.00
2017,278,"Privy Council Office","S","Contributions to employee benefit plans",15197868.00,15197868.02
2017,278,"Privy Council Office","S","Salary and Motor Car Allowance",259300.00,259300.08
2017,278,"Privy Council Office","S","Spending of proceeds from the disposal of surplus Crown assets",40146.00,34166.33
2017,280,"Public Health Agency of Canada",1,"Operating/Program",350779684.00,340095980.00
2017,280,"Public Health Agency of Canada",10,"Grants & Contributions",225739230.00,217109560.00
2017,280,"Public Health Agency of Canada",5,"Capital",10340293.00,10012204.00
2017,280,"Public Health Agency of Canada","S","Contributions to employee benefit plans",27566659.00,27566658.84
2017,280,"Public Health Agency of Canada","S","Spending of proceeds from the disposal of surplus Crown assets",96665.00,53678.17
2017,280,"Public Health Agency of Canada","S","Spending of revenues from other departments for which the Minister is responsible, pursuant to subsection 4.2(4) of the Department of Health Act",12264473.00,12264472.87
2017,282,"Public Service Commission",1,"Operating/Program",79548381.00,75829518.00
2017,282,"Public Service Commission","S","Contributions to employee benefit plans",9834904.00,9834904.04
2017,282,"Public Service Commission","S","Refunds of amounts credited to revenues in previous years",2680.00,2680.00
2017,282,"Public Service Commission","S","Spending of proceeds from the disposal of surplus Crown assets",1594.00,1593.95
2017,288,"Registrar of the Supreme Court of Canada",1,"Operating/Program",28048976.00,26681784.00
2017,288,"Registrar of the Supreme Court of Canada","S","Contributions to employee benefit plans",2744204.00,2744203.89
2017,288,"Registrar of the Supreme Court of Canada","S","Judges' salaries, allowances and annuities, annuities to spouses and children of judges and lump sum payments to spouses of judges who die while in office",7990851.00,7990850.71
2017,288,"Registrar of the Supreme Court of Canada","S","Spending of proceeds from the disposal of surplus Crown assets",330.00,330.32
2017,295,"Royal Canadian Mounted Police",1,"Operating/Program",2506474414.00,2273087600.00
2017,295,"Royal Canadian Mounted Police",10,"Grants & Contributions",233073483.00,230685907.00
2017,295,"Royal Canadian Mounted Police",5,"Capital",397829156.00,256358698.00
2017,295,"Royal Canadian Mounted Police","S","Contributions to employee benefit plans",73458050.00,73458050.45
2017,295,"Royal Canadian Mounted Police","S","Pensions and other employee benefits - Members of the Force",361306004.00,361306004.26
2017,295,"Royal Canadian Mounted Police","S","Pensions under the Royal Canadian Mounted Police Pension Continuation Act",7779758.00,7779758.21
2017,295,"Royal Canadian Mounted Police","S","Refunds of amounts credited to revenues in previous years",269390.00,269389.70
2017,295,"Royal Canadian Mounted Police","S","Spending of proceeds from the disposal of surplus Crown assets",13028690.00,8038482.51
2017,296,"Royal Canadian Mounted Police External Review Committee",1,"Operating/Program",1722980.00,1443436.00
2017,296,"Royal Canadian Mounted Police External Review Committee","S","Contributions to employee benefit plans",132988.00,132987.62
2017,297,"Civilian Review and Complaints Commission for the Royal Canadian Mounted Police",1,"Operating/Program",9674697.00,8190848.00
2017,297,"Civilian Review and Complaints Commission for the Royal Canadian Mounted Police","S","Contributions to employee benefit plans",830983.00,830983.07
2017,302,"National Security and Intelligence Review Agency Secretariat",1,"Operating/Program",6600448.00,5841352.00
2017,302,"National Security and Intelligence Review Agency Secretariat","S","Contributions to employee benefit plans",332540.00,332539.56
2017,302,"National Security and Intelligence Review Agency Secretariat","S","Spending of proceeds from the disposal of surplus Crown assets",306.00,300.00
2017,303,"Senate",1,"Operating/Program",69584548.00,60461030.00
2017,303,"Senate","S","Contributions to employee benefit plans",6288559.00,6288558.79
